SolarID	OrigID	CorrID	Date	School	Subject	Grade	TextType	Region
KUS-G-slo-1-GO-E-2009-10001	solar1s	solar1t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10002	solar2s	solar2t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2009-10003	solar3s	solar3t	2009	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2009-10004	solar4s	solar4t	2009	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2009-10005	solar5s	solar5t	2009	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10006	solar6s	solar6t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2009-10007	solar7s	solar7t	2009	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2009-10008	solar8s	solar8t	2009	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2009-10009	solar9s	solar9t	2009	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2009-10010	solar10s	solar10t	2009	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10011	solar11s	solar11t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10012	solar12s	solar12t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10013	solar13s	solar13t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10014	solar14s	solar14t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10015	solar15s	solar15t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10016	solar16s	solar16t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10017	solar17s	solar17t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10018	solar18s	solar18t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10019	solar19s	solar19t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10020	solar20s	solar20t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10021	solar21s	solar21t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10022	solar22s	solar22t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10023	solar23s	solar23t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10024	solar24s	solar24t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10025	solar25s	solar25t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10026	solar26s	solar26t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10027	solar27s	solar27t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10028	solar28s	solar28t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10030	solar29s	solar29t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10031	solar30s	solar30t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10032	solar31s	solar31t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10033	solar32s	solar32t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10034	solar33s	solar33t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-MB-E-2010-10035	solar34s	solar34t	2010	gimnazija	slovenščina	4. letnik	esej ali spis	Maribor
KUS-G-slo-4-MB-E-2010-10036	solar35s	solar35t	2010	gimnazija	slovenščina	4. letnik	esej ali spis	Maribor
KUS-G-slo-4-MB-E-2010-10037	solar36s	solar36t	2010	gimnazija	slovenščina	4. letnik	esej ali spis	Maribor
KUS-G-slo-4-MB-E-2010-10038	solar37s	solar37t	2010	gimnazija	slovenščina	4. letnik	esej ali spis	Maribor
KUS-G-slo-4-MB-E-2010-10039	solar38s	solar38t	2010	gimnazija	slovenščina	4. letnik	esej ali spis	Maribor
KUS-G-slo-1-MB-E-2008-10040	solar39s	solar39t	2008	gimnazija	slovenščina	1. letnik	esej ali spis	Maribor
KUS-G-slo-1-MB-E-2007-10041	solar40s	solar40t	2007	gimnazija	slovenščina	1. letnik	esej ali spis	Maribor
KUS-G-slo-2-MB-E-2008-10042	solar41s	solar41t	2008	gimnazija	slovenščina	2. letnik	esej ali spis	Maribor
KUS-G-slo-3-MB-E-2009-10043	solar42s	solar42t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Maribor
KUS-G-slo-3-LJ-E-2009-10044	solar43s	solar43t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10045	solar44s	solar44t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10046	solar45s	solar45t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10047	solar46s	solar46t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10048	solar47s	solar47t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10049	solar48s	solar48t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10050	solar49s	solar49t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10051	solar50s	solar50t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10052	solar51s	solar51t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10053	solar52s	solar52t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10054	solar53s	solar53t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10055	solar54s	solar54t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10056	solar55s	solar55t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10057	solar56s	solar56t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10058	solar57s	solar57t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10059	solar58s	solar58t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10060	solar59s	solar59t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10061	solar60s	solar60t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10062	solar61s	solar61t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-3-LJ-E-2009-10063	solar62s	solar62t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Ljubljana
KUS-G-slo-4-GO-E-2009-10064	solar63s	solar63t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10065	solar64s	solar64t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10066	solar65s	solar65t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10067	solar66s	solar66t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10068	solar67s	solar67t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10069	solar68s	solar68t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10070	solar69s	solar69t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10071	solar70s	solar70t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10072	solar71s	solar71t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10073	solar72s	solar72t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10074	solar73s	solar73t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10075	solar74s	solar74t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10076	solar75s	solar75t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10077	solar76s	solar76t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10078	solar77s	solar77t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10079	solar78s	solar78t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10080	solar79s	solar79t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10081	solar80s	solar80t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10082	solar81s	solar81t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10083	solar82s	solar82t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10084	solar83s	solar83t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10085	solar84s	solar84t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10086	solar85s	solar85t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10087	solar86s	solar86t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10088	solar87s	solar87t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10089	solar88s	solar88t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10090	solar89s	solar89t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10091	solar90s	solar90t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10092	solar91s	solar91t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10093	solar92s	solar92t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10094	solar93s	solar93t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10095	solar94s	solar94t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10096	solar95s	solar95t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10097	solar96s	solar96t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10098	solar97s	solar97t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10099	solar98s	solar98t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10100	solar99s	solar99t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10101	solar100s	solar100t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10102	solar101s	solar101t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10103	solar102s	solar102t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10104	solar103s	solar103t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10105	solar104s	solar104t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10106	solar105s	solar105t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10107	solar106s	solar106t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10108	solar107s	solar107t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-4-GO-E-2009-10109	solar108s	solar108t	2009	gimnazija	slovenščina	4. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10110	solar109s	solar109t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10111	solar110s	solar110t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10112	solar111s	solar111t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10113	solar112s	solar112t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10114	solar113s	solar113t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10115	solar114s	solar114t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10116	solar115s	solar115t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10117	solar116s	solar116t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10118	solar117s	solar117t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10119	solar118s	solar118t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10120	solar119s	solar119t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10121	solar120s	solar120t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10122	solar121s	solar121t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10123	solar122s	solar122t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10124	solar123s	solar123t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10125	solar124s	solar124t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10126	solar125s	solar125t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10127	solar126s	solar126t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10128	solar127s	solar127t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10129	solar128s	solar128t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10130	solar129s	solar129t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10131	solar130s	solar130t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-2-GO-E-2010-10132	solar131s	solar131t	2010	gimnazija	slovenščina	2. letnik	esej ali spis	Gorica
KUS-G-slo-3-GO-E-2009-10133	solar132s	solar132t	2009	gimnazija	slovenščina	3. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10134	solar133s	solar133t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10135	solar134s	solar134t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10136	solar135s	solar135t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10137	solar136s	solar136t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10138	solar137s	solar137t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10139	solar138s	solar138t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10140	solar139s	solar139t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10141	solar140s	solar140t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10142	solar141s	solar141t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10143	solar142s	solar142t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10144	solar143s	solar143t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10145	solar144s	solar144t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10146	solar145s	solar145t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10147	solar146s	solar146t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10148	solar147s	solar147t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10149	solar148s	solar148t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10150	solar149s	solar149t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10151	solar150s	solar150t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10152	solar151s	solar151t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10153	solar152s	solar152t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10154	solar153s	solar153t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10155	solar154s	solar154t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10156	solar155s	solar155t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10157	solar156s	solar156t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2010-10158	solar157s	solar157t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10159	solar158s	solar158t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10160	solar159s	solar159t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10161	solar160s	solar160t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10162	solar161s	solar161t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10163	solar162s	solar162t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10164	solar163s	solar163t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10165	solar164s	solar164t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10166	solar165s	solar165t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10167	solar166s	solar166t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10168	solar167s	solar167t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10169	solar168s	solar168t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10170	solar169s	solar169t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10171	solar170s	solar170t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10172	solar171s	solar171t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10173	solar172s	solar172t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10174	solar173s	solar173t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10175	solar174s	solar174t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10176	solar175s	solar175t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10177	solar176s	solar176t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10178	solar177s	solar177t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10179	solar178s	solar178t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10180	solar179s	solar179t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10181	solar180s	solar180t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10182	solar181s	solar181t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10183	solar182s	solar182t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10184	solar183s	solar183t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10185	solar184s	solar184t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-GO-E-2009-10186	solar185s	solar185t	2009	gimnazija	slovenščina	1. letnik	esej ali spis	Gorica
KUS-G-slo-1-KK-E-2010-10219	solar186s	solar186t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10220	solar187s	solar187t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10221	solar188s	solar188t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10223	solar189s	solar189t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10224	solar190s	solar190t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10225	solar191s	solar191t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10226	solar192s	solar192t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10227	solar193s	solar193t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10228	solar194s	solar194t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10229	solar195s	solar195t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10230	solar196s	solar196t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10231	solar197s	solar197t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10232	solar198s	solar198t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10233	solar199s	solar199t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10234	solar200s	solar200t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10235	solar201s	solar201t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10236	solar202s	solar202t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10237	solar203s	solar203t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10238	solar204s	solar204t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10239	solar205s	solar205t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10240	solar206s	solar206t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-slo-1-KK-E-2010-10241	solar207s	solar207t	2010	gimnazija	slovenščina	1. letnik	esej ali spis	Krško
KUS-G-soc-4-GO-E-2009/2010-10418	solar208s	solar208t	2009/2010	gimnazija	sociologija	4. letnik	esej ali spis	Gorica
KUS-G-soc-4-GO-E-2009/2010-10419	solar209s	solar209t	2009/2010	gimnazija	sociologija	4. letnik	esej ali spis	Gorica
KUS-G-soc-4-GO-E-2009/2010-10420	solar210s	solar210t	2009/2010	gimnazija	sociologija	4. letnik	esej ali spis	Gorica
KUS-G-soc-4-GO-E-2009/2010-10421	solar211s	solar211t	2009/2010	gimnazija	sociologija	4. letnik	esej ali spis	Gorica
KUS-G-soc-4-GO-E-2009/2010-10422	solar212s	solar212t	2009/2010	gimnazija	sociologija	4. letnik	esej ali spis	Gorica
KUS-G-soc-4-GO-E-2009/2010-10423	solar213s	solar213t	2009/2010	gimnazija	sociologija	4. letnik	esej ali spis	Gorica
